word_count,sentence_count,avg_sentence_length,header_count,code_block_count,table_count,list_count,diagram_count,completeness_score,security_mentions,scalability_mentions,api_mentions,database_mentions,performance_mentions,monitoring_mentions,duplicate_headers,header_coverage,code_coverage,keyword_density,section_density,has_architecture_section,has_security_section,has_scalability_section,has_deployment_section,has_monitoring_section,has_api_spec,has_data_model,service_count,entity_count,api_endpoint_count,readability,documentation_quality,technical_depth,formatting_quality,examples_count,consistency_score,structure_quality,quality_score
1269,23,55.17391304347826,17,9,3,11,4,44,5,13,19,8,8,7,0,0.7391304347826086,0.5294117647058824,0.04728132387706856,0.45573581400848473,0,1,1,1,1,0,1,19,26,3,34.95628131431586,23.742172015209064,67.15459631822404,91.50060066216372,4,59.170629679520054,83.86398239790748,71.19474783838689
2891,173,16.710982658959537,22,13,0,22,4,61,12,6,1,14,3,5,1,0.12716763005780346,0.5909090909090909,0.014181943964026288,0.17704144105990638,1,0,1,1,0,0,1,23,16,54,19.287142007344205,97.94177924223568,31.347491602054195,40.49048727696922,7,85.24840978938995,41.14044400154028,71.49755650508368
2933,48,61.104166666666664,6,8,2,10,4,30,14,2,10,2,9,2,3,0.125,1.3333333333333333,0.013296965564268667,0.6340007674159881,1,1,1,1,1,0,1,13,22,53,38.747815485901555,86.29199279700805,88.66413229070477,53.64082864612258,9,59.73874386764893,67.86956017769893,71.76255260586714
1684,128,13.15625,33,11,4,6,0,54,9,11,6,0,2,6,0,0.2578125,0.3333333333333333,0.020190023752969122,0.3641528191046055,1,1,0,0,1,1,0,21,12,90,31.884452789531238,30.527526164120815,75.89078203695672,86.76765909026537,8,48.85393998248284,94.07905990981506,60.43308720261702
3885,117,33.205128205128204,25,10,2,14,2,53,1,14,5,19,7,9,4,0.21367521367521367,0.4,0.014157014157014158,0.8523653492620437,1,0,0,1,1,0,0,15,26,88,27.871246521255124,93.7438205202807,76.76834365872602,81.68059508879082,7,90.34216120054569,53.45883455834711,46.80194392934862
4617,234,19.73076923076923,19,4,6,21,0,50,11,14,9,18,0,6,4,0.0811965811965812,0.21052631578947367,0.012562269872211393,0.7565526600578163,0,0,0,1,0,0,1,18,19,63,42.39136106953255,56.05506308841509,99.69010653112743,85.11328852528676,2,71.77797549556682,41.89133111842678,47.99489051946075
3404,94,36.212765957446805,31,8,8,23,2,72,3,10,4,13,8,5,3,0.32978723404255317,0.25806451612903225,0.01263219741480611,0.61051316409216,0,0,0,0,1,0,0,22,12,91,19.73981036740728,49.7518392459953,82.22738813769844,61.471855263037504,0,71.40571538383011,66.00452402280858,82.95258082830782
974,165,5.903030303030303,35,1,5,10,4,55,5,4,10,16,0,1,0,0.21212121212121213,0.02857142857142857,0.03696098562628337,0.36420222264951607,0,1,0,0,1,0,1,2,23,21,45.327038824572924,56.88426644217506,84.62362628396379,92.92392386441385,2,72.75755450147486,82.26590923885573,81.53515655699695
1582,147,10.761904761904763,19,2,9,21,4,55,4,4,0,13,1,7,2,0.1292517006802721,0.10526315789473684,0.018331226295828066,0.2099318316734844,0,1,0,1,0,0,1,10,2,24,32.44194941466815,86.76575654967577,95.62649641391425,46.07612351635482,0,80.31878237439668,67.26781041048817,61.83832735426157
3058,61,50.131147540983605,27,6,0,15,3,51,0,14,1,16,7,0,3,0.4426229508196721,0.2222222222222222,0.012426422498364944,0.7761518641056229,0,1,1,1,0,1,0,22,9,80,34.36699517518633,72.75837426294287,23.602059986400448,32.53377074780144,8,51.91475925187968,67.59869881067596,52.26548948879509
2547,60,42.45,28,6,6,2,2,44,14,12,0,13,8,0,4,0.4666666666666667,0.21428571428571427,0.01845308205732234,0.48640909899108653,0,0,1,0,1,1,1,20,0,58,45.002358566757714,24.739876191978205,54.79546388302611,76.69858660518918,2,32.3691059583102,80.18830247429918,80.52935134047766
3247,53,61.264150943396224,17,5,2,19,4,47,5,1,18,11,6,5,1,0.32075471698113206,0.29411764705882354,0.014166923313828149,0.2247500381773575,0,1,0,1,1,0,0,19,12,56,42.70330751397344,96.60834968929368,62.25103212317089,63.14835328055171,7,86.74152126139067,55.263328496982936,49.58245257922785
1475,36,40.97222222222222,26,5,4,13,1,49,0,10,1,15,2,4,0,0.7222222222222222,0.19230769230769232,0.02169491525423729,0.19517461504000622,1,0,1,1,1,0,1,18,13,53,34.062482752876015,31.822730678265422,39.63481563002119,88.36686150475848,5,39.02335377171462,85.11338749851865,63.43273812143861
2306,184,12.532608695652174,37,1,9,2,3,52,2,9,19,0,6,8,2,0.20108695652173914,0.02702702702702703,0.019080659150043366,0.16540090450135903,0,0,1,1,1,1,0,7,32,43,40.12750815392697,79.64543613882809,85.5463009505055,26.492739929977198,2,80.52738160473808,49.18681185434401,80.27935958097687
689,172,4.005813953488372,7,9,3,0,0,19,9,11,3,12,5,6,1,0.040697674418604654,1.2857142857142858,0.06676342525399129,0.777161196205595,1,1,1,0,1,1,1,19,1,51,27.332779609315875,70.89092243425048,78.6177659481151,87.49539227504535,8,35.762070880113015,63.74503631715926,47.45492250503058
3234,95,34.04210526315789,23,5,9,20,3,60,4,1,11,5,1,1,0,0.24210526315789474,0.21739130434782608,0.007111935683364255,0.2289871853003117,0,0,1,1,0,1,1,7,1,75,31.89511013998985,35.00224383572487,74.87947670573116,43.463572256705774,7,56.271548941994446,79.36048650825508,72.43835378455668
3505,106,33.06603773584906,27,3,4,14,1,49,13,3,19,16,2,6,3,0.25471698113207547,0.1111111111111111,0.016833095577746076,0.5266422635251975,1,1,0,1,1,0,0,2,38,15,12.482805468340445,33.65856608904397,99.74344957823502,72.38845337345464,2,34.411824888207676,89.70214043381186,67.80841193765805
2399,136,17.639705882352942,33,11,4,0,2,50,9,14,17,11,9,2,3,0.2426470588235294,0.3333333333333333,0.025844101709045435,0.45154636097305645,0,0,1,0,0,0,1,9,30,15,13.594316720001874,89.62620749637536,33.34432360675515,23.210303126260463,6,66.55495757394073,87.49186426990332,59.407251866526586
1767,46,38.41304347826087,34,2,5,16,0,57,12,3,0,18,9,0,0,0.7391304347826086,0.058823529411764705,0.023769100169779286,0.5796108992282839,1,0,0,1,0,0,1,12,3,80,43.17701616745328,53.57559387996777,76.19115265078791,68.76650370428806,4,75.71950409471026,83.30113595846187,45.09849601300326
2028,153,13.254901960784315,29,12,9,1,0,51,4,3,0,5,4,7,2,0.1895424836601307,0.41379310344827586,0.011341222879684419,0.8771549003711943,0,0,0,1,1,0,0,8,33,54,12.386866227299866,72.36612113393107,59.62640274153105,77.38173513498688,1,42.00031988247318,61.54578301218346,49.13340359845086
3702,238,15.554621848739496,12,10,9,19,2,52,12,5,13,6,9,2,0,0.05042016806722689,0.8333333333333334,0.012695840086439762,0.8677473900817306,0,1,1,1,0,0,0,5,18,60,16.77596502530429,60.32568030853386,38.169026424448845,49.50001716044962,7,56.01393329068814,47.33825897762343,64.34176609275988
4056,187,21.689839572192515,20,12,5,5,3,45,9,1,3,0,3,7,1,0.10695187165775401,0.6,0.005670611439842209,0.45107607182485965,0,0,0,1,1,0,0,14,36,94,41.833306358017666,78.18828136607677,24.452818365081324,37.23285642097122,0,95.11676437301375,53.010053061579434,38.6499480767792
4390,117,37.52136752136752,12,1,7,7,4,31,5,5,4,0,1,6,1,0.10256410256410256,0.08333333333333333,0.004783599088838269,0.015366250734723308,0,1,1,0,0,1,1,15,8,78,10.045838025130251,58.33939000314644,90.62954533607925,63.0104541282836,3,60.96723819752197,91.89002887458909,61.96115788527375
1146,287,3.9930313588850175,5,0,7,15,3,30,14,6,10,4,3,1,3,0.017421602787456445,0.0,0.03315881326352531,0.4264438057143032,1,0,0,0,0,1,0,4,23,76,21.296173153834573,42.99039322044547,63.590993443706076,86.65526435485172,3,86.17804982835897,91.43988220795957,68.11576476092495
3388,256,13.234375,9,10,8,18,1,46,11,10,12,5,7,0,0,0.03515625,1.1111111111111112,0.013282172373081463,0.6061935374241404,0,0,0,1,1,0,0,20,12,39,33.36154631306487,49.070669679719714,84.24404538767152,45.88378866373206,9,94.90293215421464,97.09365115234095,74.77830259213651
2935,192,15.286458333333334,7,10,7,0,4,28,9,9,15,15,4,6,3,0.036458333333333336,1.4285714285714286,0.019761499148211244,0.5577647590980618,0,0,1,1,1,0,0,12,29,90,33.81799725877187,88.72621555602741,59.08104856013904,40.197543801702366,4,98.20420774841006,44.5593191137325,39.02464388309666
1100,209,5.2631578947368425,5,4,1,2,3,15,7,2,12,15,4,0,2,0.023923444976076555,0.8,0.03636363636363636,0.6513361058002055,1,1,1,1,0,0,1,18,18,20,41.08611632917894,57.44277543381816,29.797937258861758,42.31482469101501,3,92.88254137839584,72.20854511664737,79.7437094574191
2863,141,20.30496453900709,8,1,9,2,2,22,4,10,1,13,9,5,1,0.05673758865248227,0.125,0.014669926650366748,0.15407573247308348,0,1,0,1,1,1,0,1,9,65,30.23705017968682,37.07594657956874,40.37939317902927,95.93057223333315,0,52.21837304112784,78.92098269425401,85.43045241269903
2561,65,39.4,39,1,0,4,1,45,13,11,15,0,2,9,4,0.6,0.02564102564102564,0.01952362358453729,0.6465350987807326,1,1,1,0,1,1,1,5,13,7,30.376074781238813,94.76843104618025,44.33849582261919,48.74215326116477,6,97.38010203128351,82.6394426240114,66.15227351570391
741,83,8.927710843373495,36,6,9,11,1,63,14,7,5,12,7,9,4,0.43373493975903615,0.16666666666666666,0.0728744939271255,0.18265161874377223,1,1,0,0,0,1,1,0,39,70,39.01242302162802,83.72803651987016,97.5641331253332,20.288339191062974,9,86.8676669222233,78.63179410062581,44.4292712786301
2541,149,17.053691275167786,38,7,1,11,1,58,10,1,13,19,5,7,0,0.2550335570469799,0.18421052631578946,0.021645021645021644,0.750523980696749,0,1,1,0,0,1,0,14,19,9,29.94497853065134,24.45329168449593,10.506995054324426,82.53449663676957,1,88.60229085476414,86.20068339413692,55.07836067459638
3324,212,15.679245283018869,29,12,1,19,4,65,0,10,0,9,1,6,0,0.13679245283018868,0.41379310344827586,0.007821901323706379,0.33908761326268,0,0,0,1,0,0,1,14,3,56,34.33964346254467,99.91543695844142,98.70994207220564,75.94198362683122,9,31.062108892028434,61.56829457736049,59.28604132322239
3112,200,15.56,14,9,2,12,0,37,4,7,16,9,1,3,4,0.07,0.6428571428571429,0.012853470437017995,0.7098954333814536,1,0,0,1,1,1,1,13,37,3,45.910962730202044,75.59413571520818,98.24154715988476,30.28546116823751,2,96.79672043228055,50.765966328128926,64.05695263095835
1863,48,38.8125,25,7,9,19,4,64,2,12,10,8,8,0,0,0.5208333333333334,0.28,0.02147074610842727,0.04786559890610709,0,1,0,1,1,1,1,6,38,42,26.058040304494877,32.821327923246955,99.65357114771228,98.79233993079299,4,84.46631566941184,52.275002329026314,60.329723289654034
1978,168,11.773809523809524,31,13,6,8,3,61,3,10,18,12,6,0,1,0.18452380952380953,0.41935483870967744,0.024772497472194135,0.4078600255909134,1,1,0,0,1,0,1,4,4,99,25.405002836768887,38.97341450388772,52.89293610276712,68.6449828244089,7,83.757724755553,40.71872136820986,64.21747714341926
3056,286,10.685314685314685,31,3,1,6,0,41,14,4,2,2,9,3,2,0.10839160839160839,0.0967741935483871,0.01112565445026178,0.7050345222633327,0,1,0,0,0,0,1,19,31,98,10.141959674590852,75.39563849932375,96.74280726588997,60.06235927524812,9,35.70673116500104,61.01931232637334,58.638798639913155
1275,30,42.5,6,14,0,3,3,26,14,1,10,17,8,4,2,0.2,2.3333333333333335,0.042352941176470586,0.22687051633149413,0,1,1,0,1,0,0,24,5,62,34.53705046084927,82.38088442232976,45.60392636648446,50.577541409831284,7,46.279797875133184,45.504643052798635,63.97660641768365
4514,183,24.666666666666668,17,13,5,18,0,53,12,6,4,19,5,6,3,0.09289617486338798,0.7647058823529411,0.011519716437749225,0.7952870447972226,1,0,0,0,0,1,0,15,13,42,11.190876296285278,39.12287545198449,12.366499660154805,91.89382044509104,1,97.35831655965293,59.28932156741145,53.092148682580294
534,132,4.045454545454546,13,0,8,21,4,46,7,13,16,1,4,3,1,0.09848484848484848,0.0,0.08239700374531835,0.630779733104932,0,1,1,0,0,0,0,16,5,66,30.165939589132652,40.55750831194167,30.191246773458808,39.51707851348506,8,65.04739523638334,77.69260462997487,54.92719924526297
3652,206,17.728155339805824,26,10,2,18,1,57,6,1,6,16,0,9,0,0.1262135922330097,0.38461538461538464,0.0104052573932092,0.5875617721497983,0,1,1,1,0,1,1,10,13,81,42.16935156128906,44.569655589764864,95.07666204436461,42.86151201759215,5,57.850061276607924,93.6686833352092,51.35962244284998
2455,251,9.780876494023904,30,6,5,5,2,48,10,13,9,18,5,0,0,0.11952191235059761,0.2,0.02240325865580448,0.3535488542043371,0,1,0,1,0,1,0,14,11,50,31.996842820786526,67.84146918693094,11.238822400185999,29.79286453492535,8,88.79585720028396,90.37632705943099,88.75889301756108
2085,246,8.475609756097562,16,0,2,12,1,31,4,5,10,12,5,9,3,0.06504065040650407,0.0,0.02158273381294964,0.4824514703811176,1,1,0,1,0,1,1,19,26,55,20.78544660866704,33.74529426410216,59.13947218806776,80.7295276467408,3,36.113828987976106,55.16045271745462,81.95851179261484
4443,117,37.97435897435897,21,10,0,10,4,45,1,9,2,12,2,6,3,0.1794871794871795,0.47619047619047616,0.007202340760747243,0.5973493009778531,0,0,1,0,0,1,1,15,25,42,41.446736857974855,28.3394559107822,16.804143000521115,67.64394243246826,2,59.18594113897415,48.044988531882815,68.32941285020424
3573,74,48.28378378378378,18,3,4,12,0,37,5,2,19,0,2,1,0,0.24324324324324326,0.16666666666666666,0.00811642877134061,0.47246211391489046,1,0,0,1,0,0,1,2,11,23,20.788680163301553,74.30912712684108,35.775692058482065,68.72529354035987,4,56.29905420954585,51.584336427803876,79.87963495901607
1521,130,11.7,18,7,9,12,1,47,10,8,9,1,2,1,0,0.13846153846153847,0.3888888888888889,0.020381328073635765,0.6983133239405601,0,1,0,1,1,0,1,5,7,95,39.321271237835944,82.3278351834536,17.9283565640698,37.47763448155709,4,54.4895970921275,98.25919911421641,71.97692008466824
3961,171,23.16374269005848,38,1,3,24,4,70,5,2,9,0,2,7,1,0.2222222222222222,0.02631578947368421,0.006311537490532693,0.43369693310695956,1,0,1,0,0,1,0,20,9,33,34.41033820760925,60.074352353320435,87.35757590017508,72.0934711301667,3,51.53845705571512,72.96846878112945,62.719067392710826
3113,265,11.747169811320754,24,5,6,21,3,59,9,10,13,4,6,9,3,0.09056603773584905,0.20833333333333334,0.01638291037584324,0.20227318174203035,0,0,1,0,1,0,1,22,15,58,16.799851869920047,49.10661682147083,63.196363868293524,81.23667577974912,6,44.705246975305464,50.95013338003449,37.41642988470475
4343,88,49.35227272727273,15,12,5,19,2,53,9,14,11,2,9,9,1,0.17045454545454544,0.8,0.012433801519686852,0.21393378280104725,0,1,1,0,1,1,0,12,25,1,46.20535499376743,54.56341708211811,91.18958191464816,48.63108245805514,7,42.10375620933655,90.4447692812089,56.067541198122896
2000,269,7.434944237918216,20,5,9,14,1,49,13,11,14,6,1,9,0,0.07434944237918216,0.25,0.027,0.005803768842941093,1,1,1,1,1,1,0,0,7,1,18.025747318287827,51.07262670975615,71.95178795862054,84.10777151693698,4,74.82842818437719,63.711474658753296,54.974431619724726
661,55,12.018181818181818,35,11,6,20,0,72,10,11,9,12,9,4,4,0.6363636363636364,0.3142857142857143,0.0832072617246596,0.30095771555867246,0,0,1,0,1,0,1,20,28,9,49.58348296562679,96.79879265901403,97.39262181205898,47.90324708256168,8,94.3576388846075,93.95332911848364,43.00387240361765
4797,258,18.593023255813954,10,8,4,12,3,37,5,2,9,17,9,9,4,0.03875968992248062,0.8,0.010631644777986242,0.7489176404785196,1,0,1,1,1,0,0,13,19,22,10.292419546197632,81.44719241753123,55.88898892843659,80.65107692074301,6,65.6196151674917,55.64062761006919,37.70756588090076
2481,167,14.8562874251497,23,4,3,21,4,55,13,4,18,6,1,1,0,0.1377245508982036,0.17391304347826086,0.017331721080209594,0.7941627088376095,0,0,0,1,0,1,0,1,16,14,20.53933508571612,36.64697718800882,67.48395235865871,22.69840859661752,6,50.858218664265095,63.59330552825417,67.39079019850537
1495,246,6.0772357723577235,8,9,6,10,2,35,8,6,0,0,2,4,3,0.032520325203252036,1.125,0.013377926421404682,0.20246754209575002,1,0,1,0,1,0,0,1,18,75,17.994411890967953,50.73513216431841,61.86779379001509,64.09316811789222,7,41.14121384055584,70.29686576740508,64.86756483556219
3842,263,14.608365019011407,8,3,6,18,0,35,10,13,9,4,9,7,4,0.030418250950570342,0.375,0.01353461738677772,0.9590439968714077,0,0,1,1,1,1,1,14,16,16,10.559736406818505,63.52098330904879,53.58343865019515,97.56212485119093,3,88.1100355536816,93.5569200453419,42.489045298985815
4298,220,19.536363636363635,24,4,5,7,4,44,7,7,1,16,6,5,3,0.10909090909090909,0.16666666666666666,0.009771986970684038,0.5024027934801267,1,1,0,0,1,0,1,17,38,81,39.294716005892624,69.03886896509508,86.13634288807114,98.49956805459126,9,98.00444395312496,92.12544589630335,48.81182240345716
1775,173,10.260115606936417,14,11,7,19,4,55,7,11,16,7,2,2,4,0.08092485549132948,0.7857142857142857,0.02535211267605634,0.9169787490185026,0,0,0,0,0,1,1,8,0,13,37.73703208398385,57.454711682301365,68.00726221033241,42.54020626733925,5,54.44087810274963,74.46130421823267,77.41833409731245
1516,92,16.47826086956522,28,11,3,7,1,50,0,10,6,14,6,7,3,0.30434782608695654,0.39285714285714285,0.02836411609498681,0.7067652818616311,1,0,0,1,1,1,0,2,28,80,41.69403857419722,84.81013080095673,82.11810383699255,55.311927286428435,4,50.366529788649025,53.30653058685344,46.83455229725159
837,220,3.8045454545454547,39,9,9,9,1,67,4,6,6,19,8,8,4,0.17727272727272728,0.23076923076923078,0.06093189964157706,0.7224334230224131,1,0,0,1,1,0,0,3,13,78,20.26794185858261,81.40848155665853,80.7727542942172,25.038232638930644,0,72.10450670824589,64.20141830427251,62.56198355900703
1378,36,38.27777777777778,30,14,4,15,0,63,6,8,19,3,9,4,3,0.8333333333333334,0.4666666666666667,0.03555878084179971,0.08504362130607113,0,0,0,1,1,0,1,14,16,75,27.773406683318797,60.41263349025334,27.194064458976577,89.86730460836797,8,84.2730286667398,98.53798392193033,57.153325506480286
1576,148,10.64864864864865,25,10,3,18,4,60,5,4,8,1,3,1,1,0.16891891891891891,0.4,0.013959390862944163,0.21999112689693068,1,0,0,0,1,1,1,4,12,15,36.364540864861894,88.35435094253843,68.51471792658793,65.48577225121713,1,61.8781962484765,76.46639343264413,67.59545206593094
4493,236,19.03813559322034,25,4,0,22,1,52,4,9,1,4,6,1,3,0.1059322033898305,0.16,0.005564210994880926,0.008814833294472635,1,0,1,1,0,0,0,19,28,31,27.590740155525744,80.08716243539087,27.96832172632007,50.808054315241364,5,74.10512049026644,86.8658653074518,47.15838521015355
879,80,10.9875,14,7,7,10,2,40,7,10,13,0,8,6,1,0.175,0.5,0.05005688282138794,0.7161276404767375,0,0,0,0,1,0,1,19,33,22,37.89303081271663,82.28654789765146,62.49884304193938,29.021644679132244,7,80.15843476163043,66.99188172168519,61.351252163101606
992,123,8.065040650406504,8,9,0,12,2,31,2,14,16,4,7,0,1,0.06504065040650407,1.125,0.04334677419354839,0.34443828842851,0,0,0,0,0,1,1,4,26,33,35.358936337617685,96.51206235467333,70.96912160016704,95.74138283975114,2,97.24146014993255,71.92043652800838,62.53083866018816
2562,61,42.0,24,11,4,8,4,51,5,2,0,5,7,9,0,0.39344262295081966,0.4583333333333333,0.01092896174863388,0.7866525160763468,0,1,0,1,0,1,0,9,32,97,14.585912120887059,41.31735529673621,99.75115644288282,62.417523825679496,4,41.55261313640584,65.73724673395265,63.45271209343829
4384,44,99.63636363636364,21,7,5,19,1,53,14,5,8,1,8,1,1,0.4772727272727273,0.3333333333333333,0.00843978102189781,0.3389362199370263,0,1,0,1,1,0,0,15,28,15,41.24172484307872,41.411852989347935,12.748778033476452,42.63423432663231,6,99.81677456777587,82.17525988371807,61.1861078694392
564,58,9.724137931034482,11,1,5,23,0,40,4,4,19,0,4,9,2,0.1896551724137931,0.09090909090909091,0.07092198581560284,0.8193337522988611,0,0,1,1,1,0,1,24,36,33,38.82705436370073,91.11618045525121,18.211815470234882,48.01721041052076,3,57.450965866886015,91.08826083321264,65.16913980891165
3068,150,20.453333333333333,8,6,4,18,0,36,7,11,18,3,4,3,1,0.05333333333333334,0.75,0.01499348109517601,0.130698253748313,0,1,0,1,0,1,1,11,38,70,36.23337550469621,81.77810987085437,16.932402673410834,41.655774473771814,4,80.62400999085875,70.44181259347381,92.87655498076217
2527,248,10.189516129032258,33,7,2,15,0,57,3,3,3,6,2,0,3,0.13306451612903225,0.21212121212121213,0.006727344677483181,0.1733731567575082,1,1,0,0,1,1,1,24,18,32,16.203744250840092,94.1236433148502,45.852515764006604,68.14478470855846,0,70.06900645810981,68.85204751817355,98.41946665156658
3195,127,25.15748031496063,18,10,4,6,2,40,7,11,7,0,4,3,1,0.14173228346456693,0.5555555555555556,0.01001564945226917,0.3408765395839365,1,1,1,1,1,1,1,13,23,67,20.719857951814546,25.050412825956244,83.94295253372323,94.39708606244079,3,64.0668031906188,60.41718802590381,50.411757888199176
1995,191,10.44502617801047,7,5,7,18,1,38,9,1,12,0,7,9,3,0.03664921465968586,0.7142857142857143,0.01904761904761905,0.4084873888822733,1,1,1,0,1,1,0,21,13,42,25.72708126350402,70.22056618092773,85.9650699508422,88.53550426612516,6,78.86527581121106,50.62580165764503,25.22635529471252
891,121,7.363636363636363,28,4,1,11,1,45,13,6,3,7,4,4,3,0.23140495867768596,0.14285714285714285,0.04152637485970819,0.3487028108429784,0,1,1,1,0,1,1,10,36,63,21.197184866257736,31.570267049875795,76.32816361490364,56.8304700340782,9,57.70276951565165,96.35486337250653,68.9324295108296
4974,31,160.4516129032258,20,10,5,14,2,51,14,12,8,19,3,8,2,0.6451612903225806,0.5,0.012866907921190189,0.7636470325232199,0,1,0,1,0,1,1,18,4,70,19.112411627045258,60.31177586340661,90.71904176469529,86.11994898408062,6,38.82769869357645,58.9647831207703,62.793786898518995
4061,294,13.812925170068027,8,8,8,22,0,46,1,4,8,15,7,0,1,0.027210884353741496,1.0,0.008618566855454321,0.0969513926267147,1,0,1,1,1,1,0,5,23,17,42.21430680647103,32.45975454827554,39.05739497525073,53.84843850210639,9,64.22253681848679,88.04148781445713,75.9156278877537
2778,120,23.15,28,12,7,13,0,60,8,3,17,12,6,4,1,0.23333333333333334,0.42857142857142855,0.017998560115190784,0.35121701963848806,1,0,1,0,1,1,0,9,33,67,35.52928985440809,30.24628071879034,17.933917982706923,40.184571260691044,9,66.5341109477623,82.92082127724845,64.27328849572976
3599,63,57.12698412698413,38,2,7,10,4,61,12,11,11,17,5,1,4,0.6031746031746031,0.05263157894736842,0.015837732703528756,0.8372399995154594,0,1,1,1,0,0,0,19,30,60,32.61888526201001,20.973467630562652,15.23377251908651,98.67320922131424,3,44.13315073799575,87.45505601668773,60.87905909288579
700,36,19.444444444444443,34,11,7,9,3,64,8,13,9,19,4,8,4,0.9444444444444444,0.3235294117647059,0.08714285714285715,0.06679707726217199,1,0,0,0,0,0,0,2,29,74,19.038108434130155,70.41910499063235,86.69194476574476,44.31100543766575,5,95.493354943006,96.20608800232614,76.93359893815834
3604,76,47.421052631578945,22,12,6,10,1,51,14,7,10,9,4,5,0,0.2894736842105263,0.5454545454545454,0.013596004439511655,0.9423435076713574,0,1,0,1,0,0,0,21,8,19,46.723062490745654,48.721809335206885,75.73926649183221,45.89793847895267,4,45.92329526524039,77.40224561325383,79.03170882620762
2954,31,95.29032258064517,23,12,7,5,1,48,13,8,6,11,9,1,3,0.7419354838709677,0.5217391304347826,0.016249153689911984,0.9863168422720129,0,0,1,1,0,1,0,14,26,10,17.64732156389265,28.415062790317734,72.87537754100089,99.17542942292178,0,58.64593158588684,93.87702060292267,39.201599118285024
4145,99,41.86868686868687,35,9,5,1,1,51,9,8,8,0,1,2,2,0.35353535353535354,0.2571428571428571,0.006755126658624849,0.08856817382508009,1,0,0,0,0,0,0,10,27,78,41.798037312987084,45.82702221850479,40.57087046911019,30.71419945325239,7,40.84507807913063,50.061839374737616,47.75090719290625
